Name,Quantity,Unit,Compound,Formula,Quantity,Unit,Molecular_weight,Concentration,Unit,Ontology
Main Compound,0.1215872,g,abscisic acid,C15H20O4,100,%,264.32,0.46,mmol/L,Organic Acid
