Name,Quantity,Unit,Compound,Formula,Quantity,Unit,Molecular_weight,Concentration,Unit,Ontology
Main Compound,0.20268,g,fumaric acid,C4H4O4,100,%,180.16,1.125,mmol/L,Organic acids
