monomer,ontology,eta,lambda
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
stachyhydrine,Organic acids,0.0,0.10238672771634424
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
succinic acid,Organic acids,0.0,0.24728632532290287
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
inositol,Sugars,0.0,0.15342265711336148
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
syringic acid,Organic acids,0.0,0.10228177140890761
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
taurine,Organic acids,0.0,0.24118597696304037
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
thiamine,Organic acids,0.0,0.06485855560354388
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonic acid,Organic acids,0.0,0.24728632532290284
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
threonine ,Amino acids,0.0,0.24092363394267247
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
thymidine,Nucleotides,0.0,0.09845960891816792
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-cinnamic acid,Organic acids,0.0,0.09198484507588475
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trans-ferulic acid,Organic acids,0.0,0.08948406438078549
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
trigonelline,Organic acids,0.0,0.13499584856978644
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
tryptophan,Amino acids,0.0,0.08419700030349182
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
uracil,Nucleotides,0.0,0.329208614638548
