monomer,ontology,eta,lambda
serine ,Amino acids,0.0,0.36358158187829703
serine ,Amino acids,0.0,0.36358158187829703
serine ,Amino acids,0.0,0.36358158187829703
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
shikimic acid,Organic acids,0.0,0.13150513466859548
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
sinapyl alcohol,Organic acids,0.0,0.07223027787267951
