time,N_cells,CO2,BGE,rcell,r,E,V
0.0,100000.0,0.0,1.0,2.0792643131121933e-8,1.506349759064484,0.01345624094109268,0.0014951378823436312
0.05273605266011493,99983.04771319928,0.00011405140949996155,0.9924283210689407,2.249885533302029e-8,1.4839538732729545,0.013331291892176194,0.0016175523306413066
0.13395455622152524,99977.92308497621,0.0003048669049436709,0.9800125873109039,2.5338492761790287e-8,1.4472511352310427,0.013126463690867046,0.0018216143293715307
0.23638025349218483,100019.57389390173,0.0005729531563920981,0.9631001728564567,2.9291966822731186e-8,1.397305465918443,0.01284759382608763,0.0021067115643764282
0.3689599394583606,100184.65951635709,0.0009675554226292707,0.9393250688269712,3.5020665755482287e-8,1.3272179135682627,0.012456104619982577,0.0025228833472778073
0.5302867161321831,100627.41571966729,0.0015224746610510297,0.9081056353845376,4.285579026318932e-8,1.2354939165707917,0.011944217493099986,0.0031009686313815685
0.7300802719889286,101706.4642857371,0.0023234793802276435,0.867456952293649,5.360332648246835e-8,1.1168640723036685,0.011286286087719541,0.0039202326755639755
0.9937809071727767,104411.8835295103,0.0035633217163116657,0.8141619427049189,6.862413060048755e-8,0.9636231747520029,0.010458749592241738,0.005152266650940454
1.2893507414979966,109765.32554901058,0.005174460325602731,0.7602850596412012,8.474494318053114e-8,0.8135320473534079,0.009722594245690776,0.006688835393919922
1.5849205758232165,118091.39611867003,0.006997327010356535,0.7161744484732697,9.830340717291942e-8,0.697425342044125,0.009308754590360638,0.008347537401226483
1.9214367111315558,131570.13989318046,0.009332534861127534,0.67823377655642,1.0964561272512636e-7,0.6066408695462877,0.009298173522106228,0.010373376511848286
2.2960127975680535,151837.20683885444,0.012306536643841825,0.6484679566419166,1.1763934665106848e-7,0.5458362675794115,0.009857695093452667,0.012844060895949009
2.7405177893715216,183475.3176378877,0.0164779640396418,0.6247336861737114,1.2276261055015792e-7,0.5081621291922059,0.011235808539520551,0.016196281248023095
3.2743915110041444,233549.40175511898,0.022686869320918287,0.6061698854625432,1.255258453231133e-7,0.4882460705897958,0.013838231880384312,0.021080623915892747
3.9102076796508713,313854.4593364623,0.03235671037844992,0.5918796663909937,1.2675152390470174e-7,0.47950042868098114,0.018319838854665906,0.02860573031497645
4.612790757792366,436503.16319308936,0.046965245231653414,0.5815211752632761,1.272065465516068e-7,0.4762673656081319,0.02533608289381851,0.0399271586114627
5.370273584907726,623345.0969457362,0.06915880370876425,0.5740337973762974,1.2740936616039136e-7,0.4748286502374316,0.03609009504685939,0.05710859177481397
6.166853183101406,905998.9080160591,0.1027542295622043,0.5686465949424033,1.2759085648265557e-7,0.4735424740244197,0.05233679447463256,0.08312253439904471
6.983386406672495,1.3261804176436574e6,0.15285904315736515,0.5646793965862102,1.2789890650394265e-7,0.4713620765718059,0.07631563677057464,0.1219666213535584
7.7999196302435845,1.9290524010566806e6,0.2254719013618812,0.5612463817417388,1.2865924965637498e-7,0.46599468817386935,0.10995347881898582,0.17846645336559247
8.222908616091768,2.32356388115427e6,0.27425220658385296,0.5588368073043376,1.2974600235345373e-7,0.45835842952025085,0.13062436585215723,0.21678047222375713
8.444118831715256,2.5414488032778325e6,0.30269787670493487,0.5566032521787693,1.310764918302067e-7,0.4490656322082952,0.14044181135107905,0.2395398268306784
8.586768617043305,2.6698942226648945e6,0.32146262613529347,0.5539259845399362,1.3286422718463422e-7,0.4366754645585202,0.14410760266352698,0.2550783967521416
8.684318340025218,2.7344665866734264e6,0.3337371925560193,0.5505693010986776,1.352360418494079e-7,0.42040530755217803,0.14292925817538615,0.26591119999844626
8.781868063007131,2.7547808409798923e6,0.3444438468524282,0.5445801597208391,1.3963391427038152e-7,0.390733422692811,0.13527940776215777,0.2765983115281906
8.831299585586587,2.7445606817303426e6,0.3490141633187667,0.5403861093942208,1.4279405653553496e-7,0.3698011969946483,0.12854087973079975,0.28180878483379
8.880731108166042,2.7258414534810293e6,0.3531087492935834,0.5357861324004837,1.4632288033208103e-7,0.34680098487836625,0.12074741803411498,0.28680346380209615
8.930162630745498,2.703716598465876e6,0.35686370678804474,0.5311252083851272,1.4996222020587658e-7,0.3234837710821434,0.11269187575634804,0.29155103519241155
8.979594153324953,2.6810687436477114e6,0.36036178641628697,0.5265987731019188,1.5355742013153473e-7,0.3008413008914725,0.10481679869604262,0.2960399456834713
9.033293449065159,2.657241954149873e6,0.3639144890427845,0.521925535926182,1.5733267493181163e-7,0.2774733885997041,0.09667173847687989,0.3006225723433495
9.094523555569683,2.631662729878333e6,0.3676775213014627,0.5169430673300233,1.6142983196945317e-7,0.2525740074480265,0.08798789293659506,0.30548197116270004
9.169121879326976,2.602992196337886e6,0.37187240522184334,0.5113728997802616,1.6609992466159179e-7,0.22476122195963813,0.07828813529929392,0.3108950887196686
9.266914020618822,2.5694448967189738e6,0.3767649245133047,0.5048641088210923,1.7167904103380284e-7,0.19230294488203556,0.06697111492860965,0.3171963252392961
9.4081931374162,2.528373553271604e6,0.38273125737196156,0.49690798547977383,1.7867970220412508e-7,0.15271219504429026,0.05317285704989595,0.32485385097131886
9.585019155887476,2.4875698761042533e6,0.38862053489865245,0.4890246430997132,1.8581084723643535e-7,0.11362943300278161,0.03955898319762314,0.3323670124764091
9.782518376846706,2.453237604391591e6,0.3935247782841842,0.4824205505041397,1.9192336335797435e-7,0.08108645753324896,0.02823021735744542,0.33856263031413525
10.007117681576032,2.425101255504623e6,0.39747819199327117,0.4770466012413162,1.9696883449930726e-7,0.054864056492026754,0.019108053800797404,0.34347802176160896
10.253861846611253,2.403730570279933e6,0.40040112581274273,0.47301217771798054,2.0076625658824015e-7,0.03549748714956443,0.012376005862860147,0.34701485759443873
10.523200273878764,2.3880654371358585e6,0.40245096658856766,0.47011041747159354,2.0346011511522657e-7,0.02194672645019147,0.007669490343132774,0.34937921971459973
10.812886840277956,2.376907879380402e6,0.40380849102917643,0.4681054452934052,2.052529464545665e-7,0.013013200863516617,0.0045694127540396425,0.3508110885762309
11.122346105702478,2.3689470762840845e6,0.4046695424552385,0.4667400412070495,2.063871369713838e-7,0.007396233158582229,0.0026220828814558653,0.35156816862049645
11.451297722924965,2.3630933215384344e6,0.4051967399407013,0.4658003295152988,2.0707261150225307e-7,0.004014392097022779,0.0014508240030903646,0.3518642104514448
11.80136618618964,2.3585128989978973e6,0.4055125975605068,0.4651237209319905,2.0747113745640574e-7,0.0020526824962146467,0.0007721367769978338,0.35185806135178765
12.176559248030497,2.3546154407519195e6,0.4057009158848627,0.46459679611854604,2.0769458154113523e-7,0.0009542255420472995,0.00039253985613397075,0.3516549345258101
12.584498013436223,2.3509854375547133e6,0.40581571364524555,0.4641426726206294,2.0781517737077707e-7,0.00036179874810722865,0.0001880644885069818,0.35131667436411995
13.03741685747426,2.347313599788481e6,0.4058904370255212,0.4637081552372969,2.0787720727799988e-7,5.719303026820687e-5,8.307147312314405e-5,0.3508726770052924
13.553726078132232,2.3433347249484495e6,0.4059456220186895,0.4632524828805231,2.0790699772958317e-7,-8.922790159149937e-5,3.273307824192596e-5,0.35032811874993014
14.161092293398097,2.338770436236674e6,0.4059943055414846,0.46273791859259567,2.0791991207338182e-7,-0.00015274089576936258,1.0950762364481663e-5,0.3496674769699147
14.903352882084748,2.333257789000567e6,0.4060456900087031,0.4621198261024783,2.0792470788434335e-7,-0.00017632585651995532,2.878678587005531e-6,0.3488513322822221
15.855908962580422,2.3262252745036944e6,0.40610801205827196,0.4613314587899551,2.079261110371826e-7,-0.0001832261402899479,5.229585820647648e-7,0.3478022301189865
17.16427048400906,2.316608284838146e6,0.406192117992971,0.4602506935754862,2.0792639180659323e-7,-0.00018460674191776816,5.3142279421499324e-8,0.34636482737898233
19.155146437493123,2.3020524449234363e6,0.4063191464200714,0.458607644976226,2.0792642208608875e-7,-0.00018475340228826272,2.764979641326038e-9,0.3441885789897009
22.730171502173626,2.27614316755444e6,0.40654521418941525,0.455660748673916,2.0792642370459655e-7,-0.00018475340228826272,2.2460925003965347e-10,0.3403147873202178
30.867365510857987,2.2182491437396295e6,0.4070503283029969,0.4489707861009765,2.0792642401042526e-7,-0.00018475340228826272,3.545372634729622e-11,0.33165883269269053
52.40964383052683,2.0719713637747136e6,0.4083263883520191,0.43139111069198915,2.0792642451159488e-7,-0.00018475340228826272,4.768605071620546e-12,0.30978828770630845
87.21201899216163,1.855703068783099e6,0.41021252774493794,0.4034710270004019,2.0792642522727102e-7,-0.00018475340228826272,4.833649043918339e-13,0.2774531956514107
131.2275732323019,1.6141337614000465e6,0.41231863958420434,0.36920954037013254,2.079264260238294e-7,-0.00018475340228826272,4.145765655357485e-14,0.2413352533838611
189.40945923875535,1.3422926437904048e6,0.41468781033981195,0.3261262340358389,2.0792642691987242e-7,-0.00018475340228826272,2.864258616049899e-15,0.20069125809221916
192.0,1.3313137319859448e6,0.41478347536541643,0.32427335003207947,2.0792642695606257e-7,-0.00018475340228826272,1.5540859934087412e-16,0.19904975939764605
