time,N_cells,BR,CO2,BGE
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
0.0,423488.00052048883,3.4712284171050007e-6,0.028546184,-0.06640903382286989
