time,N_cells,CO2,BGE
0.0,99.99999999999999,0.0,1.0
0.30331556952151056,101.85674402935204,6.756097406641387e-7,0.9358240308558078
0.6621794303585429,107.75848207104917,1.935081854271808e-6,0.8434116035844956
1.2318837478348186,133.2825199534749,5.000823872736247e-6,0.7205034005681755
1.8015880653110943,187.02831663186305,9.545008635883727e-6,0.6546027290419217
2.736040444521098,359.43495562965023,2.224113662074232e-5,0.6098498829487492
3.792184043208114,772.1228548018299,5.178135321394452e-5,0.5905416952518463
4.8658323500855385,1684.3181437168162,0.00011689884749894844,0.5822212845616785
5.9513336787948825,3706.7246692368453,0.0002612411548328156,0.5784836163572201
7.0368350075042265,8157.620609903494,0.0005789145101385236,0.5767985084169207
8.122336336213571,17953.012608664103,0.0012780922822116661,0.5760260741916272
9.207837664922916,39510.40570780734,0.0028170782443694108,0.5756534577555485
10.293338993632261,86953.31899039428,0.0062052897715218465,0.575434934064424
11.378840322341606,191364.56860098802,0.013668134065729545,0.5752257690621128
12.464341651050951,421149.3331595453,0.030122715768300987,0.5748823641134148
13.549842979760296,926820.6376429296,0.06649101704458914,0.5741454243910603
14.46309927479005,1.7994896762938842e6,0.12984024491241183,0.5727414790007558
15.136308905111864,2.9329368669281597e6,0.21354194877332888,0.5705309759556929
15.57148055854903,4.016402674608998e6,0.295770442983164,0.5677433350782892
15.847409941091495,4.890648373322963e6,0.3648422504107875,0.5645641890946711
16.02041586959637,5.513893626701782e6,0.41706205374950284,0.5611628784092207
16.1300026864937,5.921320833741066e6,0.4543450116080501,0.5576301339651373
16.20254140552457,6.170945943062233e6,0.48063083896483155,0.5539391651465811
16.25708290807377,6.31599913800512e6,0.5003711272791578,0.5497307209703466
16.30196057684484,6.375613601358836e6,0.5151144008884945,0.5448635668413782
16.337832952472798,6.374574091998172e6,0.5248597581330477,0.5401714921790153
16.373705328100755,6.3428606665635e6,0.532722155648448,0.5352356832228851
16.40957770372871,6.297170232461564e6,0.5392543630274796,0.5304024142209993
16.448299029353233,6.24327428341213e6,0.5453883327649542,0.5254414013300479
16.491271655112378,6.183683746570649e6,0.5514935065882711,0.5202716270936655
16.539471797767217,6.119851517407708e6,0.5577248241340279,0.514875363043239
16.594588126600804,6.051920402643455e6,0.5642138524578711,0.509196255089548
16.66023502948021,5.978379132491342e6,0.5711689273087706,0.5030777983143553
16.742637169998403,5.897027450111936e6,0.5788191936948168,0.4963263467897401
16.853689075649495,5.8050393077344e6,0.5874225483668976,0.4887091342669053
17.00870023422492,5.705542180964056e6,0.5966472056930194,0.4804996205134123
17.18219986091281,5.625581337405022e6,0.6039483764689255,0.4739442350213967
17.383132338765108,5.562720536571445e6,0.6095400670899447,0.468847774891138
17.605986904146746,5.517741917091535e6,0.6133596193117415,0.46527204647252635
17.851939044878403,5.486578073992794e6,0.6157961255438421,0.4628773606323939
18.11871673299653,5.465274348486111e6,0.6172358136536424,0.46132989294631005
18.40613008501014,5.45010683117317e6,0.6180379397504683,0.4603166987938891
18.71471905963353,5.438359344228249e6,0.6184630545433866,0.45960991100097087
19.048125389074233,5.4281867028130535e6,0.6186807575861494,0.4590575315667315
19.414490023816597,5.418363066751883e6,0.61879080169218,0.4585635969536009
19.828651304561355,5.407970237677709e6,0.6188482109665996,0.4580639221486934
20.314565472976994,5.396144829695224e6,0.6188823214973345,0.4575068777360586
20.91088912377782,5.381823972474689e6,0.6189089531495635,0.4568367151675866
21.685292708206426,5.363344601540999e6,0.6189374533496853,0.4559719351526764
22.772472309985844,5.337527011723507e6,0.6189754526644128,0.454759989451575
24.490606397039176,5.296981918254055e6,0.6190347560888659,0.4528462110800851
27.776797969160285,5.220285281217647e6,0.6191468917174405,0.44919008413218225
35.70256880619687,5.039821346474009e6,0.6194107073663754,0.4403969919570896
58.72765758655389,4.550022537321788e6,0.6201265014026508,0.41509441774722095
97.2774797104629,3.8338103136875746e6,0.621172571337536,0.3738107727590338
145.3836373134775,3.0955901533871964e6,0.622250032363943,0.32486201933337916
192.0,2.5158001182802115e6,0.623095722665307,0.2808473446196763
