time,N_cells,CO2,BGE,rcell
0.0,99.99999999999999,0.0,1.0,1.1689267572702058e-8
0.28470313722505236,98.91730554449033,5.379554343919358e-7,0.9467660343782439,2.0481294213249886e-8
0.5810807314803912,98.41003142068477,1.3518059890338395e-6,0.8756420048377029,3.340553838477409e-8
1.0324523427269556,102.08056128751237,2.9829812687381243e-6,0.7679783201982154,5.5487690966846235e-8
1.5069282278914964,115.40527752771234,4.977687987086483e-6,0.6915927581318291,7.176274800889752e-8
2.132702139897733,148.3246499639416,8.047122117420044e-6,0.6406486372976651,8.024705450663292e-8
3.031025675263092,225.0238078236602,1.4065683376499057e-5,0.6074389902439589,8.267403028149435e-8
4.3993840264736,432.5318231645593,2.9800695274084707e-5,0.5840000129470492,8.298488445815795e-8
5.767742377684107,832.7447015301962,6.006712115958631e-5,0.5728175597606963,8.299772828713945e-8
7.231132636534722,1677.9707873451582,0.00012398090194105582,0.5669221620329145,8.299821018627157e-8
8.694522895385337,3381.1014464351947,0.0002527666003423469,0.5640417691759251,8.299818837449221e-8
10.15791315423595,6812.900223431277,0.0005122690305069801,0.5626231457202646,8.299817085712482e-8
11.621303413086565,13727.953602623353,0.0010351648541333937,0.5619217521807799,8.299816685774881e-8
13.08469367193718,27661.737995018484,0.002088796416641323,0.5615742998619316,8.299817497289628e-8
14.548083930787794,55738.19417128008,0.004211855478060226,0.5614019973439577,8.299819939461729e-8
15.861023057231138,104510.04129566865,0.007899840694406924,0.5613227637829374,8.299824500300968e-8
17.173962183674483,195957.74947013002,0.014814855800530694,0.5612804255766932,8.299833304903737e-8
18.48690131011783,367422.3285725123,0.02778053775952947,0.5612576788709396,8.29984997580658e-8
19.799840436561176,688915.7920564802,0.052091061512167726,0.5612452249603093,8.299881595914134e-8
21.112779563004523,1.2917008009617415e6,0.09767239055429335,0.5612379552787208,8.299942079265096e-8
22.42571868944787,2.4218560113575263e6,0.18313327580564231,0.561232820184503,8.300059826784308e-8
23.738657815891216,4.540624728756125e6,0.3433555687508978,0.5612274105538346,8.300297245903775e-8
25.051596942334562,8.51218315022851e6,0.6437032500885173,0.5612181925446644,8.30081219105743e-8
26.36453606877791,1.5953539824049799e7,1.2065454031479086,0.5611944536104979,8.302135302118592e-8
27.496637615440413,2.7401862023086812e7,2.073057528178037,0.5611124204363124,8.306304188210528e-8
27.876819270679867,3.28379924987555e7,2.485336987897577,0.5610118210005957,8.311150725199316e-8
28.1704610013917,3.770896097611068e7,2.8571962134929376,0.560735741025367,8.324161487768724e-8
28.253063509488896,3.915424757116183e7,2.9700410076739026,0.5604589158176445,8.33712865277328e-8
28.28522635738603,3.969667996985689e7,3.0142943734050895,0.5602048301010122,8.349025879425684e-8
28.30346708917307,3.997497721833155e7,3.0389192337640094,0.5599214689004689,8.362302052387527e-8
28.314538126793394,4.01112391808012e7,3.0532039368646684,0.5596043923773653,8.377172495601219e-8
28.32252956540425,4.017100056123762e7,3.062694909630876,0.5592063601995835,8.395863357486245e-8
28.328600507805866,4.017748409812025e7,3.06906462593783,0.5587339664274347,8.418080678177567e-8
28.333177810544463,4.015867614885729e7,3.0733454469825476,0.5582748178043045,8.439710682881147e-8
28.33775511328306,4.0127202633931726e7,3.077333061812633,0.5577616520045963,8.46392653815769e-8
28.342332416021655,4.009027448864079e7,3.0811758394808684,0.5572266561929726,8.489218551260085e-8
28.347039421811008,4.0050461255527034e7,3.085056047637978,0.5566709307964218,8.515540218902255e-8
28.35229560948327,4.0005554060399e7,3.0893397108865934,0.5560515394398575,8.544937059666223e-8
28.358491546437538,3.995279321753436e7,3.094338828743108,0.5553265007527872,8.579428063797916e-8
28.366341906777098,3.9886566652895294e7,3.100601920897806,0.5544173345561804,8.622800594926179e-8
28.377184619554306,3.979638322295069e7,3.109125608851197,0.5531796249727776,8.68206618341747e-8
28.394207838547945,3.965784119327954e7,3.122214214085864,0.5512785380418712,8.773592196300677e-8
28.426777892142834,3.940304147372705e7,3.1462681654812434,0.5477831224095924,8.943455630870831e-8
28.493980096362517,3.891876503634882e7,3.191909867200254,0.5411439253263995,9.27180728372525e-8
28.568017497583366,3.844661941343229e7,3.236286062622998,0.5346782276058127,9.598881958844978e-8
28.66850251990362,3.789989431553957e7,3.28745913343372,0.527204346386041,9.986019261995946e-8
28.78432997277338,3.738753956529686e7,3.3351016598002747,0.5202204453418336,1.0356443205446323e-7
28.921615912959677,3.691577374067664e7,3.378525386079287,0.5138192774773959,1.070281710867078e-7
29.076214164877562,3.652230385050555e7,3.4141597192780777,0.5085200073951014,1.0993528497675345e-7
29.249039897263824,3.620965129775291e7,3.4417482945498223,0.5043593204118471,1.1222725015170852e-7
29.438008553581138,3.597454872623482e7,3.461636141272457,0.5012904859615042,1.1390205073615754e-7
29.642185733317692,3.580294394211718e7,3.475190286366359,0.49911812193167976,1.1505397463353539e-7
29.859868649837544,3.567906484338612e7,3.483954722840734,0.4976219258976107,1.1580262236568871e-7
30.08967097681575,3.558803029061416e7,3.4893831011464065,0.4965940506812104,1.1626676768731755e-7
30.330257408366077,3.551807647458004e7,3.492628134805375,0.49586980907364614,1.165431460460771e-7
30.580668913382784,3.546075582668812e7,3.4945176939526927,0.49533084704036984,1.1670228312336221e-7
30.84049181854929,3.541043198652191e7,3.495600998958636,0.49489836261755016,1.1679137203497035e-7
31.11021745878443,3.5363468549253464e7,3.496221577727126,0.4945222407890132,1.1684007316963277e-7
31.391762015540284,3.531745150698514e7,3.496584710215098,0.49417079435481914,1.168661389112246e-7
