time,N_cells,BR,CO2,BGE
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
0.0,423488.00052048883,2.1810369791809305e-5,0.028546184,-0.049734556604278994
